ID	Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B
Q5TA50	CPTP	-0.054793268	3.347761446	-0.369317079	0.723490234	0.996350978	-5.166941916
Q14296-1	FASTK	-0.042360667	3.351430473	-0.294526587	0.777430834	0.996350978	-5.167390334
Q86YB8	ERO1B	0.141435968	3.283309158	1.857546664	0.108291639	0.980500362	-5.167781734
P28676	GCA	0.159098667	3.405125572	1.572424855	0.16257362	0.980500362	-5.17034371
P23511	NFYA	-0.086844226	3.334724301	-1.204521678	0.269927015	0.980500362	-5.171106501
Q9Y2V2	CARHSP1	-0.11266653	3.366257812	-1.558551063	0.165784185	0.980500362	-5.17262653
Q96AP4-1	ZUP1	-0.149953085	3.311745813	-1.478175024	0.185570208	0.980500362	-5.172906845
Q99759-2	MAP3K3	-0.059986792	3.340106034	-0.408687079	0.695743419	0.996350978	-5.173328413
Q8TBE0	BAHD1	-0.08520523	3.300571714	-1.128195955	0.298694732	0.980500362	-5.173963617
Q8ND30	PPFIBP2	0.055736997	3.300018218	0.446270669	0.669718743	0.995939725	-5.174018667
O60299-1	LZTS3	0.057109104	3.303916903	0.37675775	0.718209901	0.996350978	-5.176140736
P43378	PTPN9	-0.07879612	3.369040505	-1.711178116	0.1335256	0.980500362	-5.176639518
Q9Y4X0	AMMECR1	-0.064407182	3.380428746	-0.519953694	0.620126	0.993366839	-5.176936195
Q9GZP4	PITHD1	-0.082091893	3.363301324	-1.567945921	0.163603708	0.980500362	-5.17730052
Q7L590-1	MCM10	0.08576158	3.320766948	1.162621788	0.285416608	0.980500362	-5.177506137
P09661	SNRPA1	0.071043534	3.296218868	1.929671776	0.097631157	0.980500362	-5.177546766
Q13643	FHL3	-0.089994335	3.345576617	-1.691052099	0.137409979	0.980500362	-5.177590412
Q8N5C8	TAB3	-0.064832599	3.333708262	-1.470332968	0.187612653	0.980500362	-5.177933525
Q86TL0	ATG4D	0.10925406	3.328841016	0.868699419	0.415575449	0.980500362	-5.177973549
Q9UJX0-1	OSGIN1	-0.093028524	3.333878505	-0.866299357	0.416798588	0.980500362	-5.178514677
P0DJ07	PET100	0.084904508	3.325947433	1.178038157	0.279632554	0.980500362	-5.178854266
Q9UMX0-3	UBQLN1	-0.069940602	3.34173084	-1.502479225	0.179368975	0.980500362	-5.178953435
Q07866-10	KLC1	0.064507917	3.285889617	0.421499154	0.686819261	0.996350978	-5.180232299
O43291	SPINT2	0.137657429	3.312739288	1.776994346	0.121544704	0.980500362	-5.180433377
Q9Y3P4	RHBDD3	-0.032534893	3.349105508	-0.222015393	0.831035495	0.996484411	-5.180657814
Q8N7C3-2	TRIML2	0.000734869	3.381047566	0.004959	0.996190307	0.999313005	-5.180729257
Q6NTE8	MRNIP	-0.077757329	3.320001264	-1.109060503	0.306294085	0.980500362	-5.182156754
Q9BTV7	CABLES2	-0.021834873	3.329202833	-0.164449031	0.874315532	0.996484411	-5.182355897
Q9BQ48	MRPL34	-0.1055624	3.330743398	-1.087010567	0.315247074	0.980500362	-5.182628194
Q92546	RGP1	-0.093263302	3.340831101	-1.303472584	0.236172103	0.980500362	-5.182852228
Q9NQ31-1	AKIP1	-0.084731376	3.337338167	-1.121070737	0.301506013	0.980500362	-5.18287031
A4D2B0	MBLAC1	0.166849018	3.32318521	0.769223602	0.468472049	0.980500362	-5.182934854
O75386-2	TULP3	0.102229075	3.301646957	1.30545379	0.235535536	0.980500362	-5.183013083
Q7Z460-3	CLASP1	-0.045063427	3.331890926	-2.137159525	0.072429634	0.980500362	-5.183089812
O75486-1	SUPT3H	0.161710567	3.286426806	0.702368607	0.506531281	0.980500362	-5.183514815
P49914	MTHFS	0.076894808	3.33759047	1.560726504	0.165276886	0.980500362	-5.183555952
Q8N461-2	FBXL16	-0.094555984	3.323261652	-0.873596932	0.413087707	0.980500362	-5.1839164
P36894	BMPR1A	0.099529266	3.298216074	0.745446585	0.481779282	0.980500362	-5.184127465
Q9Y6R9	CCDC61	0.081274414	3.315396057	1.472293971	0.187099996	0.980500362	-5.184139016
Q86YS6	RAB43	0.09695316	3.325494455	1.296701423	0.238359083	0.980500362	-5.185232782
Q99836-6	MYD88	0.108869519	3.390105736	1.561397023	0.165120817	0.980500362	-5.185320804
O95278	EPM2A	0.098271041	3.320691986	0.905166314	0.397314773	0.980500362	-5.185359234
O75143-5	ATG13	-0.061801385	3.335182658	-1.697202185	0.136211689	0.980500362	-5.185735815
Q92859	NEO1	0.141582606	3.294047388	1.548836676	0.168067247	0.980500362	-5.185922653
Q14CS0	UBXN2B	-0.077103686	3.324598372	-1.336359132	0.225798967	0.980500362	-5.186590298
Q9NQB0	TCF7L2	-0.085413192	3.331944844	-0.767773094	0.469276572	0.980500362	-5.186760861
O43294-1	TGFB1I1	-0.071984601	3.342979192	-1.471412767	0.187330207	0.980500362	-5.186962412
Q5T2D3	OTUD3	0.063670789	3.312922796	0.473137158	0.651409721	0.995939725	-5.187586434
Q14011-2	CIRBP	0.093154842	3.303013645	0.725765387	0.49298562	0.980500362	-5.187639115
Q92618	ZNF516	-0.072945658	3.337787403	-0.645556577	0.54041868	0.983813933	-5.187709879
O60294	LCMT2	-0.134964672	3.36922076	-1.363888616	0.217427338	0.980500362	-5.188608133
Q96B02-3	UBE2W	-0.087975742	3.334788537	-1.001351863	0.352055549	0.980500362	-5.188763901
Q13887-1	KLF5	0.0820792	3.353915327	1.12020441	0.301849311	0.980500362	-5.188870933
P14854	COX6B1	-0.311559136	3.226552963	-1.657203336	0.144186834	0.980500362	-5.188996718
Q5TF58	IFFO2	0.073372158	3.323571202	1.427517608	0.199129623	0.980500362	-5.190776615
O60268-1	KIAA0513	0.115794693	3.315214964	1.173654016	0.281267317	0.980500362	-5.191416805
Q8N4Y2	CRACR2B	0.027244771	3.308534437	0.208543147	0.841113662	0.996484411	-5.19147651
O00463-2	TRAF5	0.076258414	3.317615331	0.590244133	0.574731098	0.990295568	-5.191604634
Q2NL68-1	PROSER3	-0.036120867	3.34849621	-0.278249584	0.78936184	0.996484411	-5.191638241
P48634-1	PRRC2A	-0.061732534	3.317903226	-2.200914911	0.066086317	0.980500362	-5.192288837
P33897	ABCD1	0.079189882	3.31016154	1.052319257	0.329762818	0.980500362	-5.193324148
Q05823	RNASEL	-0.085125292	3.321566566	-0.440760746	0.673504538	0.995939725	-5.193621834
Q9Y2F9-1	BTBD3	0.082135387	3.339907011	0.951866196	0.374816162	0.980500362	-5.194074874
Q9ULX9-1	MAFF	-0.071619521	3.262704387	-0.590400869	0.574632079	0.990295568	-5.194794862
P13747	HLA-E	0.117731712	3.316701491	1.66446625	0.142706493	0.980500362	-5.195076447
Q8NHH9	ATL2	0.098878009	3.297881817	1.699218563	0.135820992	0.980500362	-5.195265971
Q9UBU6	FAM8A1	0.131820733	3.295108432	1.064524515	0.324595514	0.980500362	-5.196229501
P05549	TFAP2A	0.083705458	3.335066956	1.179697889	0.279015763	0.980500362	-5.196720928
O14717-1	TRDMT1	0.078429953	3.347258076	1.269538882	0.247310851	0.980500362	-5.19754748
P51608-2	MECP2	0.077614222	3.361342309	1.588367411	0.158956024	0.980500362	-5.197552941
P09630-1	HOXC6	-0.020178814	3.370098054	-0.149719947	0.885471522	0.996736827	-5.198030834
D6RGH6	MCIDAS	-0.119400347	3.316633558	-0.863298313	0.418331707	0.980500362	-5.198210376
Q969S8-1	HDAC10	-0.071751205	3.356525438	-0.637364953	0.545419327	0.986613024	-5.198211507
Q86VP3-2	PACS2	-0.043774912	3.355557622	-0.292938642	0.778591989	0.996350978	-5.198364053
Q02447-1	SP3	0.062181974	3.279966359	0.549555232	0.600771688	0.991606664	-5.198449716
Q7Z7A4-1	PXK	-0.075856105	3.339130317	-1.306549961	0.235183981	0.980500362	-5.198757211
Q8IYS1	PM20D2	-0.112897038	3.35505606	-1.848536839	0.109701047	0.980500362	-5.199180692
Q15771	RAB30	0.157085232	3.310167589	1.050198094	0.330667558	0.980500362	-5.199356697
Q96GS6-2	ABHD17A	0.074568119	3.327670303	0.721402371	0.495493235	0.980500362	-5.199765243
Q9BRA2	TXNDC17	-0.092178363	3.37170319	-1.070663905	0.322021099	0.980500362	-5.199813175
P61247	RPS3A	-0.061444242	3.312281894	-2.382637698	0.050939321	0.980500362	-5.20025396
Q9NWQ4	GPATCH2L	-0.068649853	3.315724433	-0.594623031	0.57196845	0.990295568	-5.201588215
Q9NP61-1	ARFGAP3	-0.065238485	3.337550554	-1.912385038	0.100088118	0.980500362	-5.201674735
Q9Y5X0	SNX10	0.081976019	3.352642684	0.673681204	0.5234681	0.980542706	-5.202172764
Q8TEB9	RHBDD1	0.065008746	3.274895938	0.434495439	0.67782186	0.99618691	-5.202243383
O75175	CNOT3	-0.066271705	3.330094762	-1.863672051	0.107343571	0.980500362	-5.203553547
Q68D10-1	SPTY2D1	0.156770565	3.233468173	1.375487459	0.213983635	0.980500362	-5.203563086
Q14592	ZNF460	-0.051947035	3.285509492	-0.437868879	0.67549563	0.995939725	-5.203626547
Q14872	MTF1	0.092851238	3.303472189	1.02725055	0.340582937	0.980500362	-5.203817007
Q92503-2	SEC14L1	-0.089413494	3.339764973	-1.448382782	0.193439118	0.980500362	-5.204810874
Q9NRF2	SH2B1	-0.080853125	3.349607583	-0.923364737	0.388429143	0.980500362	-5.205596834
Q49AM1	MTERF2	-0.081207324	3.355102092	-0.720251392	0.49615616	0.980500362	-5.205839712
Q8N1G4	LRRC47	-0.080248826	3.334792198	-2.069249118	0.079864835	0.980500362	-5.205851438
Q8IW41	MAPKAPK5	-0.084182611	3.333558426	-0.448470385	0.668210245	0.995939725	-5.206489303
Q15746-1	MYLK	0.04736305	3.281686977	0.382038134	0.714472729	0.996350978	-5.206693558
Q96JA3	PLEKHA8	-0.0420196	3.323713236	-0.323353848	0.756461617	0.996350978	-5.206755842
Q00613	HSF1	-0.070565152	3.34908042	-1.71406845	0.132976452	0.980500362	-5.206954463
Q86X02	CDR2L	-0.078681887	3.32026349	-0.895708295	0.401992484	0.980500362	-5.207112408
Q5VVQ6-1	YOD1	-0.085406203	3.350274173	-1.086967457	0.315264785	0.980500362	-5.20767169
Q6GMV3	PTRHD1	-0.125214466	3.339058444	-1.449398221	0.193165985	0.980500362	-5.207810301
Q6ZUS6-4	CCDC149	0.040896902	3.344028219	0.335828417	0.747454865	0.996350978	-5.207822755
Q8NHS3	MFSD8	0.071572175	3.299499384	0.558712501	0.594853512	0.991606664	-5.207853725
O14908-1	GIPC1	0.050038934	3.351603224	1.785416623	0.120088476	0.980500362	-5.208866887
Q96G46	DUS3L	0.097516978	3.357214612	1.762123998	0.124157582	0.980500362	-5.208979629
Q9BT23	LIMD2	-0.122020714	3.370030647	-1.348581933	0.222047393	0.980500362	-5.208985262
P05204	HMGN2	0.18564947	3.329181727	1.156991074	0.28755406	0.980500362	-5.209043954
Q02083	NAAA	0.083177774	3.309505189	1.335553457	0.226048213	0.980500362	-5.209587531
P35869	AHR	0.088517081	3.276905126	0.639729133	0.54397317	0.985800803	-5.210157414
Q8IVS8	GLYCTK	-0.013405302	3.350363454	-0.081451524	0.937505135	0.996736827	-5.210381191
Q86V20-2	SHLD2	-0.080134462	3.352192315	-0.92555756	0.387368665	0.980500362	-5.211267347
O60256-1	PRPSAP2	-0.157727693	3.358359708	-1.825786515	0.113340042	0.980500362	-5.212067377
Q8TF68-1	ZNF384	-0.038133904	3.301747088	-0.265536029	0.798723915	0.996484411	-5.212513953
Q7L2K0-1	TEDC2	0.043290806	3.304278399	0.324423724	0.755687519	0.996350978	-5.212669091
Q6NUJ5	PWWP2B	0.036860983	3.326897263	0.245352806	0.813660046	0.996484411	-5.214025039
Q0P651-1	ABHD18	0.076627263	3.34887057	0.853313463	0.423462213	0.980500362	-5.21551691
Q8N594-1	MPND	0.051856953	3.327890622	0.446128118	0.669816556	0.995939725	-5.21612273
Q96IW7	SEC22A	0.090271352	3.286465543	1.17946829	0.279101018	0.980500362	-5.216379546
Q8N5N7	MRPL50	0.139379126	3.382584212	1.579744464	0.160903244	0.980500362	-5.217034957
A0AVF1	TTC26	-0.055685892	3.337593958	-1.651562859	0.145346519	0.980500362	-5.21706269
Q03519-1	TAP2	0.134509883	3.27073041	1.607053375	0.154811898	0.980500362	-5.217077772
Q86VZ4	LRP11	-0.108984612	3.342829904	-0.899944912	0.399892102	0.980500362	-5.217344972
O75752	B3GALNT1	0.090736435	3.27318124	0.725655347	0.493048761	0.980500362	-5.218987058
Q16670-1	ZSCAN26	-0.087693485	3.324443755	-0.752445358	0.477835937	0.980500362	-5.219200937
Q9HB90	RRAGC	-0.101141018	3.356405263	-1.638373532	0.148092815	0.980500362	-5.219391569
O96011-1	PEX11B	0.132477591	3.312152314	1.400298636	0.206780447	0.980500362	-5.220175574
O15061-1	SYNM	0.088089506	3.287656148	1.34913661	0.221878463	0.980500362	-5.220824741
Q96IG2-1	FBXL20	0.113653888	3.317220567	1.138971871	0.294484311	0.980500362	-5.220927103
Q96HR8	NAF1	-0.075062154	3.335835145	-1.425124387	0.199791923	0.980500362	-5.221060961
Q9BW83-1	IFT27	0.087629623	3.349322521	1.619655154	0.152074636	0.980500362	-5.221398833
Q8N6S5	ARL6IP6	-0.311356732	3.299020748	-0.828101422	0.43661949	0.980500362	-5.221676551
Q5SW79-1	CEP170	-0.085637956	3.301916052	-1.034060186	0.33761615	0.980500362	-5.22273438
Q5M775-1	SPECC1	0.071712039	3.296735035	1.833695796	0.112061775	0.980500362	-5.222878609
Q8N3E9	PLCD3	-0.071568625	3.346521669	-0.645249145	0.54060584	0.983813933	-5.224004016
Q5T447	HECTD3	-0.10779988	3.370301594	-1.688523441	0.137905577	0.980500362	-5.224100675
O43597	SPRY2	-0.052999091	3.312728455	-0.400508915	0.70146747	0.996350978	-5.224336011
Q9H4B6	SAV1	0.083374032	3.306551798	1.309971429	0.234089631	0.980500362	-5.224903773
Q8IYB9	ZNF595	0.129582992	3.302673347	0.75279231	0.477641024	0.980500362	-5.225158766
Q9NW08	POLR3B	-0.053155729	3.318137672	-1.915371684	0.099659313	0.980500362	-5.225175307
Q9UIF7-1	MUTYH	-0.223556318	3.361536798	-1.346093925	0.222806536	0.980500362	-5.227101321
Q9BWF2	TRAIP	0.093836311	3.320301376	1.105430664	0.307753423	0.980500362	-5.227333232
Q9BY27	DGCR6L	0.059236285	3.320449485	0.55041364	0.600215512	0.991606664	-5.228475209
Q2M389	WASHC4	-0.040023554	3.327712418	-2.097589455	0.076672837	0.980500362	-5.228513076
Q9NPR9	GPR108	0.084855457	3.341443444	0.735363266	0.487499081	0.980500362	-5.228778991
Q9Y5F0	PCDHB13	-0.025384469	3.320560559	-0.129605062	0.900751934	0.996736827	-5.228836677
Q86U90	YRDC	-0.100089189	3.3656253	-1.443615467	0.194726128	0.980500362	-5.229478696
Q63HM2	PCNX4	-0.068520511	3.278027177	-0.471030619	0.652836118	0.995939725	-5.229784338
Q969H6	POP5	-0.069070505	3.324729161	-1.206174461	0.269330902	0.980500362	-5.230234124
Q9UEW8	STK39	-0.073187098	3.340026156	-1.616755275	0.152700462	0.980500362	-5.230254583
Q9Y3B1	PRELID3B	0.101566659	3.294460887	1.12923628	0.298286087	0.980500362	-5.23041685
P42224-1	STAT1	-0.111628394	3.362595402	-1.492358546	0.181927783	0.980500362	-5.230916666
Q96EN9-1	REX1BD	-0.072617365	3.360242223	-0.934393914	0.38311749	0.980500362	-5.230987188
P35237	SERPINB6	0.105813599	3.371487853	2.145817491	0.071533276	0.980500362	-5.231157405
Q96EP1-2	CHFR	-0.105716956	3.348384692	-1.297515833	0.238095108	0.980500362	-5.231388387
Q96P50	ACAP3	0.013235424	3.333225548	0.099170225	0.923956851	0.996736827	-5.231570215
O75953-5	DNAJB5	0.068513132	3.353625715	1.349462159	0.221779368	0.980500362	-5.231831839
Q12965	MYO1E	-0.065068537	3.324296153	-1.658364177	0.143949255	0.980500362	-5.232255603
Q8TF47-1	ZFP90	-0.062251257	3.335323113	-0.515449079	0.623100676	0.994606867	-5.232423161
P49789	FHIT	0.096806967	3.336494834	1.239875502	0.257418525	0.980500362	-5.232593442
A4D126	CRPPA	-0.074645222	3.338491117	-0.839543675	0.430612229	0.980500362	-5.232755643
Q9BU23-1	LMF2	0.126591113	3.28495007	1.568631356	0.163445675	0.980500362	-5.233149944
Q9P000-1	COMMD9	-0.124421552	3.359867644	-1.739007311	0.128327268	0.980500362	-5.233215775
P51580	TPMT	0.123204898	3.368058861	1.703561599	0.134983108	0.980500362	-5.233237535
P33241-3	LSP1	-0.142793263	3.35531868	-0.739925207	0.484905679	0.980500362	-5.233307493
Q96BI3-1	APH1A	-0.105399772	3.354520128	-0.525999815	0.616145482	0.99266497	-5.23353886
Q8N0U4-1	FAM185A	-0.099901467	3.375323357	-0.788564989	0.457835125	0.980500362	-5.233901128
Q8NBE8	KLHL23	-0.06483213	3.332609062	-0.657562741	0.533141075	0.982512816	-5.234083641
Q05DH4	FAM160A1	0.031486907	3.342649922	0.259271128	0.803350668	0.996484411	-5.234805249
O94819	KBTBD11	-0.089876453	3.351513365	-1.364763727	0.217165804	0.980500362	-5.235610821
Q96KN1	LRATD2	0.077255956	3.332433387	1.153008483	0.289073945	0.980500362	-5.236413233
P19634-1	SLC9A1	0.164876638	3.28461257	1.559451884	0.165573943	0.980500362	-5.236459714
Q9NYZ1	TVP23B	0.149914336	3.324134673	1.322728535	0.230048629	0.980500362	-5.237837814
Q567U6	CCDC93	-0.065446558	3.325338008	-2.038771302	0.083446516	0.980500362	-5.23787199
Q9UBI6	GNG12	0.10815616	3.338241403	0.368640032	0.723971524	0.996350978	-5.237908602
Q8WU67	ABHD3	-0.059260373	3.355415027	-0.462060657	0.65892754	0.995939725	-5.237942906
Q5EB52-1	MEST	0.008812223	3.323005471	0.061849837	0.952519246	0.99819382	-5.2383182
Q5SW96	LDLRAP1	0.074032092	3.330674095	1.385736252	0.210981394	0.980500362	-5.238603095
Q659C4-1	LARP1B	-0.073115996	3.325040136	-0.6312572	0.549166354	0.987829529	-5.239271794
Q5VV17	OTUD1	-0.034916846	3.330468979	-0.279372085	0.788537033	0.996484411	-5.239468089
Q9ULD5-3	ZNF777	0.055362423	3.323230679	0.322788415	0.756870853	0.996350978	-5.239606917
O95466	FMNL1	0.136740554	3.305039185	1.467071803	0.188468049	0.980500362	-5.2398913
Q9GZM7-1	TINAGL1	0.065344247	3.345734868	0.534703485	0.610439898	0.991606664	-5.240322105
Q9UMX1	SUFU	0.072653173	3.315319344	0.931479838	0.384515523	0.980500362	-5.240419968
Q9NS73	MBIP	0.073097347	3.295701735	1.526061881	0.17353466	0.980500362	-5.240915266
Q13371	PDCL	0.113394937	3.283697694	1.416543996	0.202182859	0.980500362	-5.241039439
Q5VSY0	GKAP1	0.025587741	3.362598542	0.163425381	0.875089887	0.996484411	-5.241430539
O95147	DUSP14	0.062448059	3.359560071	0.587459229	0.576492167	0.990295568	-5.24176465
Q96HB5-4	CCDC120	0.022367634	3.296677218	0.171300151	0.869136797	0.996484411	-5.242005439
Q9Y548	YIPF1	0.09641125	3.334621052	0.796171561	0.453698208	0.980500362	-5.242577555
Q13615	MTMR3	0.090885343	3.295537908	1.5603899	0.165355285	0.980500362	-5.242598069
Q8WZA0-2	LZIC	-0.08560707	3.342409869	-1.450647189	0.192830519	0.980500362	-5.24337325
Q9NZ53-1	PODXL2	0.00595191	3.329433009	0.044704076	0.965669636	0.998416241	-5.244012393
Q15631-1	TSN	-0.056914953	3.338299635	-1.723470797	0.131204977	0.980500362	-5.244570069
Q96G61	NUDT11	-0.081241011	3.37836454	-0.997183302	0.353930237	0.980500362	-5.244974226
Q8N3V7-1	SYNPO	-0.022993011	3.293100892	-0.184967427	0.858826827	0.996484411	-5.245006688
P78524-1	DENND2B	0.083413323	3.319170035	0.872232123	0.413779874	0.980500362	-5.24601008
Q2TAM9	TUSC1	-0.0813228	3.346302516	-0.907845494	0.395997139	0.980500362	-5.246975465
P51153	RAB13	0.070678992	3.318774203	1.433400422	0.197510049	0.980500362	-5.24807609
Q9NRD5	PICK1	-0.09142301	3.360847138	-1.192764097	0.274200068	0.980500362	-5.24842206
Q13191-1	CBLB	-0.068895377	3.342820899	-0.682560762	0.518187326	0.980522052	-5.248735574
Q9BUG6	ZSCAN5A	0.074688742	3.304698708	0.542143704	0.605585724	0.991606664	-5.249069689
O96033	MOCS2	-0.158574496	3.30698208	-1.185658003	0.27681031	0.980500362	-5.249097821
Q6P1R3-1	MSANTD2	-0.078387708	3.33764742	-0.938978245	0.380925973	0.980500362	-5.24997038
Q6PJ61	FBXO46	-0.017254973	3.326068316	-0.134244618	0.897223143	0.996736827	-5.25056823
Q9H0R3	TMEM222	0.068507408	3.317353375	0.542978692	0.605042299	0.991606664	-5.250788801
Q9BQA5	HINFP	0.017772539	3.348490152	0.14469093	0.889287173	0.996736827	-5.250806387
O75052	NOS1AP	0.088695389	3.305256342	1.360892252	0.21832495	0.980500362	-5.251301345
Q15834	CCDC85B	-0.072449096	3.322751366	-1.186342688	0.276557898	0.980500362	-5.251422974
Q9NXF8-1	ZDHHC7	0.105392723	3.28745152	1.237096593	0.258383412	0.980500362	-5.25168457
Q3MIX3	ADCK5	-0.063641262	3.379194506	-0.314075942	0.7631872	0.996350978	-5.252123212
Q58A45	PAN3	-0.044180505	3.30844132	-0.380365109	0.715655892	0.996350978	-5.252370025
A8MWY0	KIAA1324L	0.032718037	3.307429336	0.244312626	0.814432156	0.996484411	-5.252586386
Q9NWW7	C2orf42	0.006976104	3.296457495	0.055012354	0.957761756	0.99819382	-5.252665868
Q01082-1	SPTBN1	-0.057443766	3.323539991	-1.875196959	0.105581757	0.980500362	-5.25386761
Q15034	HERC3	0.090737539	3.335000815	0.86877036	0.415539335	0.980500362	-5.254466904
Q8IYU8	MICU2	0.095286606	3.319223111	1.693932609	0.13684749	0.980500362	-5.254794557
O95848	NUDT14	0.091213819	3.349735678	1.125595529	0.299718218	0.980500362	-5.25612544
O43502	RAD51C	-0.070736412	3.35046467	-1.178557222	0.279439535	0.980500362	-5.256490956
P49736	MCM2	0.045941083	3.337679542	2.341893926	0.053992738	0.980500362	-5.256746071
Q06730-2	ZNF33A	0.003276217	3.349649209	0.02121436	0.983703652	0.998416241	-5.257169641
Q99571-2	P2RX4	0.102767793	3.315130606	1.220958442	0.264048417	0.980500362	-5.257445882
Q9UJA9	ENPP5	0.082267329	3.311073177	1.002230668	0.35166133	0.980500362	-5.257655033
A1L020	MEX3A	-0.022695366	3.322542857	-0.176783913	0.864996649	0.996484411	-5.257990993
Q70EL4-1	USP43	-0.067890542	3.334903318	-0.66462884	0.528886799	0.981939473	-5.257991162
P60468	SEC61B	0.116108045	3.299100642	1.270483013	0.246994863	0.980500362	-5.258177578
Q96JN0	LCOR	0.123515611	3.274972509	0.83594283	0.432496257	0.980500362	-5.258613041
O14678	ABCD4	0.089652291	3.275517828	0.835193354	0.432889141	0.980500362	-5.258641506
P48723	HSPA13	0.091881464	3.292216894	1.823364622	0.113734291	0.980500362	-5.260342491
Q7RTP0	NIPA1	-0.066064862	3.305443805	-0.294453859	0.777484001	0.996350978	-5.260746988
P54727	RAD23B	-0.104844744	3.268635062	-1.884874951	0.1041242	0.980500362	-5.260802669
P62820	RAB1A	0.075453371	3.294360191	1.739366633	0.128261436	0.980500362	-5.261185004
Q15678	PTPN14	-0.060294228	3.322661987	-1.715697512	0.132667892	0.980500362	-5.261967115
P09493-10	TPM1	-0.076393137	3.316427494	-1.764195838	0.123790313	0.980500362	-5.262393593
P0C1Z6	TFPT	-0.094015083	3.32850063	-1.194806853	0.27345358	0.980500362	-5.262711137
Q9UGQ3	SLC2A6	-0.08292393	3.361111362	-0.625076441	0.552974176	0.989185804	-5.262741688
Q14574-1	DSC3	-0.02325994	3.330754426	-0.170890233	0.869446459	0.996484411	-5.263071078
Q9NPH2	ISYNA1	-0.085309321	3.357236785	-0.992237897	0.356164422	0.980500362	-5.263135002
Q8NFV4	ABHD11	0.166478049	3.381834581	1.175243235	0.2806738	0.980500362	-5.263717794
Q9NSG2-1	C1orf112	-0.059051915	3.329896796	-1.369060475	0.215885751	0.980500362	-5.263754503
Q9NP73-1	ALG13	0.022592978	3.296884063	0.136602759	0.895430531	0.996736827	-5.263882842
O00178	GTPBP1	-0.07018736	3.337110286	-1.871545588	0.106136854	0.980500362	-5.263944271
Q8N5J2-3	MINDY1	-0.047236446	3.350154383	-0.392254273	0.70726647	0.996350978	-5.264376821
P19793	RXRA	-0.078110114	3.343673226	-0.941326736	0.379806994	0.980500362	-5.264400395
O95476	CTDNEP1	-0.055396629	3.353105788	-0.300172602	0.773307308	0.996350978	-5.264644819
Q86W50-1	METTL16	0.051693658	3.329254575	1.81795325	0.114620011	0.980500362	-5.26468171
Q86YV5	PRAG1	0.058781509	3.301160639	0.461312494	0.659436892	0.995939725	-5.265098495
Q9NZI7	UBP1	-0.053821295	3.344392345	-1.638489082	0.148068543	0.980500362	-5.265223132
Q9NS93	TM7SF3	-0.062359788	3.306045348	-0.42015114	0.687755694	0.996350978	-5.265708583
O15156-2	ZBTB7B	0.021004799	3.322437461	0.149414627	0.885703083	0.996736827	-5.265740524
Q8N6Q8	METTL25	-0.052919157	3.315729596	-0.323240719	0.756543488	0.996350978	-5.266517309
Q6PH81-1	C16orf87	-0.097863896	3.266077187	-0.873166927	0.413305693	0.980500362	-5.266780877
Q9BS91	SLC35A5	-0.053959746	3.316100527	-0.405253972	0.698143722	0.996350978	-5.266936826
Q9Y2G0	EFR3B	-0.009944109	3.330072699	-0.065421021	0.949782106	0.997982956	-5.26711766
Q96DU7	ITPKC	-0.078283377	3.369831654	-0.865254842	0.417331724	0.980500362	-5.267134732
Q8N6M0	OTUD6B	-0.076895107	3.334298403	-1.690841736	0.137451144	0.980500362	-5.267239971
Q8IUW5	RELL1	0.072982904	3.323791695	0.689417124	0.514133243	0.980500362	-5.267836522
Q96SZ5	ADO	-0.075739294	3.345629654	-1.423960118	0.200114842	0.980500362	-5.268149988
Q8TEW8	PARD3B	0.085404763	3.322056232	1.007546696	0.349284025	0.980500362	-5.26825489
Q16762	TST	0.155614123	3.402284999	1.358900998	0.218923286	0.980500362	-5.268810128
Q9H867-4	VCPKMT	0.053103513	3.316062215	0.375425424	0.71915418	0.996350978	-5.26988846
Q96P53	WDFY2	-0.058116131	3.354696747	-1.453346326	0.192107355	0.980500362	-5.270324447
Q9ULU4-13	ZMYND8	-0.108790468	3.329849367	-1.09736996	0.311014539	0.980500362	-5.270592543
Q04771	ACVR1	0.035850088	3.317386812	0.23136139	0.824064145	0.996484411	-5.270607901
P57682	KLF3	0.066178186	3.314975466	0.612113681	0.561012212	0.989722772	-5.2709467
Q9P1Z2-1	CALCOCO1	-0.065440621	3.339317236	-1.684408724	0.138715674	0.980500362	-5.271256626
P49795	RGS19	0.058195214	3.313747672	0.288018293	0.782193793	0.996350978	-5.271614399
Q5JTD0-1	TJAP1	-0.06473231	3.316111575	-1.611408705	0.153860668	0.980500362	-5.272908174
O75157	TSC22D2	-0.081577672	3.346224035	-0.877661508	0.411031388	0.980500362	-5.273591116
Q9NRJ4-1	TULP4	0.074524254	3.321207938	0.450367456	0.666910626	0.995939725	-5.273614288
Q9Y6F1-2	PARP3	-0.037692069	3.365065018	-0.283789206	0.785294225	0.996350978	-5.273782155
Q8TAQ2-3	SMARCC2	0.076755086	3.254788105	0.617073221	0.557928582	0.989372774	-5.275129526
Q8WY91	THAP4	-0.066556159	3.339201007	-1.347435776	0.222396824	0.980500362	-5.275268694
O14715	RGPD8	-0.069720021	3.308830482	-0.580162602	0.581121229	0.990295568	-5.275398092
Q8NDZ6-1	TMEM161B	-0.059684904	3.328652957	-0.473306955	0.651294815	0.995939725	-5.275829258
